accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,d_centre,instant_bookable_f,instant_bookable_t,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
6,1.0,2.0,1,1,1.0,52.353256415,4.8476877668,3,1,4.542211994394115,0,1,1,0,0
4,3.0,6.0,1,4,1.0,52.3553864615,4.8514543598,3,3,4.194473789853172,1,0,1,0,0
2,1.5,1.0,38,1,43.0,52.3573549329,4.9033441359,2,5,2.4407973543340646,1,0,1,0,0
6,1.5,2.0,1,4,1.0,52.3612108204,4.9285609325,2,2,2.810254009851698,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3727472883,4.8899643324,2,32,0.9616955696876747,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3907459189,4.8916945717,2,125,1.3873257577456952,0,1,0,1,0
4,1.0,2.0,1,1,1.0,52.3450314945,4.9029355717000005,4,25,3.8031997431144,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3557419621,4.9133692836,1,3,2.771885970845379,1,0,1,0,0
4,1.0,0.0,20,2,24.0,52.3693695465,4.9267491371,3,82,2.1506909860791055,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3719755863,4.8772926552,3,5,1.7023941667594236,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3376866717,4.8667578759,6,5,5.117320651599498,1,0,1,0,0
2,1.0,1.0,1,1,0.0,52.3527388173,4.8572203112,2,1,4.104019734109287,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3621584253,4.9013992618,1,11,1.8972302258842073,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3593007218,4.8946053721,3,24,2.2342084637196273,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3700956211,4.8658559765,2,6,2.491863437922664,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3519762943,4.9348265173,2,7,3.8617594482332103,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.366509031,4.8500802065,1,0,3.63258249822825,1,0,0,1,0
3,1.0,0.0,2,2,2.0,52.369315473,4.8925908704,2,1,1.191294045405844,1,0,1,0,0
5,1.0,4.0,1,1,1.0,52.3531590107,4.9165062714,14,3,3.116003898468728,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3685405119,4.8761412999000004,2,9,1.9740162501862446,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3620815085,4.8696738498,16,24,2.7731271302488496,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3388676249,4.9195603996,2,19,4.684338649450026,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3717170336,4.861048832,1,2,2.733035774086378,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.360761496,4.9449930356,2,4,3.7080411688296997,1,0,1,0,0
2,1.0,1.0,18,1,25.0,52.3894735092,4.8877273392,1,0,1.391507666612067,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3797835854,4.8651940345,1,50,2.323368925294324,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3530486234,4.8831960493,2,1,3.106721960983239,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3571709167,4.8929509415,2,16,2.485953207578151,1,0,1,0,0
7,1.0,2.0,3,1,3.0,52.321369271,4.9729213448,2,0,8.134371920252097,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3604435241,4.8509210893,2,2,3.8951504777852266,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3776509675,4.8531313604,2,6,3.145411043509399,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.4067219142,4.9022801653,2,14,3.0656927130464746,1,0,0,1,0
2,1.0,1.0,1,4,1.0,52.3730638069,4.8619301236,3,8,2.6335098500399168,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3636174632,4.8676169488,21,12,2.7664473329335677,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3571480098,4.9129780901,2,2,2.6161067766662756,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.375323345,4.8598568137000004,3,17,2.7187608407970725,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3518660995,4.9218825219,2,5,3.397027961586537,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3647423377,4.8641079867,2,12,2.8845309627125983,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3833712433,4.8729282876,3,13,1.8568144504808393,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3668930306,4.8353470562,1,0,4.557361253611912,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3492592082,4.8590709358,2,5,4.308432611468255,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3544708073,4.8986350288,1,3,2.747342898500556,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.369986571,4.8794358877,4,4,1.698776380419914,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3713038331,4.8495867724,2,0,3.493142360905397,1,0,1,0,0
4,1.0,1.0,1,1,2.0,52.3796300923,4.8812399789,2,45,1.234944438024489,0,1,1,0,0
2,1.0,1.0,1,2,1.0,52.3618760087,4.8515744421,2,21,3.7741437301372653,1,0,0,1,0
5,1.0,3.0,1,2,1.0,52.3882874372,4.9461833896,2,4,3.328377006102177,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.38548672,4.9117537338,2,17,1.0901409403615536,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3953703812,4.949078702,1,1,3.8172566578364524,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3818056625,4.8819690821,2,3,1.2196531118195282,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3694968598,4.8694715708,1,0,2.30023622134648,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.375661885,4.8743860347,5,0,1.7436037793930574,1,0,1,0,0
5,1.5,2.0,1,2,1.0,52.3524730052,4.8822528207,3,0,3.1894451118484075,1,0,1,0,0
2,1.0,1.0,2,1,3.0,52.3832826662,4.8137750606,2,31,5.827933205192902,1,0,0,1,0
4,1.0,3.0,1,4,1.0,52.3522241933,4.8936493062,4,12,3.022040502742869,1,0,1,0,0
2,1.0,2.0,1,2,1.0,52.3924225047,4.8709124425,2,1,2.4297969306042946,1,0,1,0,0
4,1.5,2.0,2,2,2.0,52.3696701429,4.8901473919,3,24,1.2310871036923114,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3869551145,4.9156590987,3,10,1.3987089245801987,1,0,1,0,0
2,2.0,1.0,1,1,1.0,52.3723370152,4.8590186840000005,2,7,2.845332495327597,0,1,0,1,0
2,1.0,1.0,2,1,2.0,52.3563404848,4.8738255051,3,5,3.076563725673877,1,0,0,1,0
2,1.0,1.0,2,1,2.0,52.3614529356,4.8769581884,3,23,2.491857766586364,1,0,0,1,0
2,0.5,1.0,1,1,1.0,52.3775610372,4.8621034294,5,0,2.538595143412944,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3777707415,4.931378337,1,0,2.172887246274809,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3617446857,4.8597457778,2,0,3.3177770783851686,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3554182089,4.8952412978,1,0,2.656785107958503,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3723111853,4.920107406,2,0,1.5973935861290713,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3612644895,4.8552042197,2,10,3.601633187082886,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3840074229,4.8699178485,2,26,2.072269677875975,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3752266578,4.9472306788000004,3,2,3.2723679567784845,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.353555796,4.9200472666,2,34,3.1734566977899434,1,0,1,0,0
4,0.5,2.0,2,2,2.0,52.3809796978,4.9023446085,1,1,0.2804617090628724,0,1,1,0,0
2,1.0,1.0,2,2,2.0,52.3569438285,4.9234930529,1,49,2.9624829130558,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.346600456,4.9035967245,2,0,3.6324219184613846,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3685200555,4.8734489013,5,10,2.1243132808361858,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3702570481,4.8357288519,2,6,4.434153437881805,1,0,1,0,0
2,1.0,0.0,2,1,2.0,52.3756961765,4.8917083092,3,1,0.652003435085632,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.3794428335,4.870260527,1,5,1.9789576064382441,1,0,1,0,0
2,1.0,0.0,2,1,2.0,52.3727173799,4.8843701998,1,1,1.249437131959609,0,1,0,1,0
4,1.0,1.0,18,1,25.0,52.3712036337,4.8805545441,7,0,1.5579932247953083,1,0,1,0,0
2,1.0,1.0,2,1,3.0,52.3614598183,4.8503818704,2,15,3.8673445189040137,0,1,0,1,0
4,1.0,2.0,1,1,1.0,52.3612828915,4.929312546,5,1,2.8407326198916345,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3714652797,4.898221841,1,69,0.8622102783085033,0,1,0,1,0
2,1.0,1.0,2,1,2.0,52.3568275788,4.9201413573,3,57,2.854729153259145,0,1,0,1,0
4,1.0,2.0,2,1,2.0,52.3770797219,4.8954323028,2,0,0.35849707120612456,0,1,1,0,0
3,1.0,2.0,1,1,1.0,52.3621825548,4.9449423422,2,5,3.620248860013196,1,0,1,0,0
4,1.0,2.0,4,2,4.0,52.3754084126,4.8818368616,2,50,1.2653203115009621,1,0,0,1,0
2,1.5,1.0,1,1,1.0,52.3486677699,4.9072333155,1,3,3.4327505057420162,1,0,0,1,0
5,1.5,2.0,1,1,1.0,52.3541051432,4.8824280988,2,26,3.0167703463250413,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3682821443,4.9170723199,2,36,1.7033566193219776,1,0,1,0,0
2,1.0,1.0,1,1,2.0,52.3725346778,4.9053210893,3,0,0.8405173546246587,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.3800493616,4.8818380436,2,11,1.197220092065251,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3830995802,4.8053094329,3,42,6.399171748147651,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.370657203,4.909214051,2,0,1.1573134776075285,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.369494631,4.9129935771,4,13,1.4167401466064433,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3519644159,4.9155249581,3,0,3.2164030756987088,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3766889098,4.8992546686,1,26,0.2780801933248288,0,1,1,0,0
3,1.0,1.0,2,1,2.0,52.3790948193,4.8815280965,2,45,1.2144795565328366,0,1,1,0,0
2,1.0,1.0,1,1,2.0,52.3600872692,4.8939863256,2,1,2.1545874858625558,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3669346009,4.8802739565,2,8,1.8824475405748373,0,1,0,1,0
2,1.0,0.0,3,2,3.0,52.3599088978,4.8188587455,2,75,5.871613400367301,1,0,0,1,0
1,1.0,1.0,1,1,1.0,52.3626457917,4.9357822052,2,14,3.0760929432987045,1,0,0,1,0
4,1.0,1.0,1,2,1.0,52.3645143001,4.9000960759000005,2,1,1.6313518466149746,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3567424203,4.9152691226,2,19,2.7160233154952933,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.377717627,4.8971586711,3,0,0.22471083451452273,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3810886115,4.8776105814,2,4,1.4951208333975439,1,0,0,1,0
1,0.5,1.0,2,1,2.0,52.3609055551,4.9145745768,1,5,2.276773823677667,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3614901255,4.8267271009,2,67,5.310454456802379,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.353147923,4.9127637354,2,4,3.0319359435851214,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3537355428,4.8838145905,3,1,3.0204872224790225,1,0,1,0,0
4,1.0,2.0,3,1,3.0,52.3671080376,4.9345594861,3,2,2.73535481537515,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3729021713,4.887872148,4,2,1.050218031112411,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3612427733,4.8579062495,3,7,3.4517774918742936,1,0,1,0,0
4,1.0,2.0,2,1,2.0,52.3742471802,4.8791815473,3,0,1.4793892508360655,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3643927917,4.9394392593,3,33,3.1735495236058058,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3480847018,5.0081889143,1,6,8.149445207039742,1,0,0,1,0
4,1.0,2.0,91,1,103.0,52.3707829543,4.8840554964,2,0,1.4002204656919934,0,1,1,0,0
4,1.0,2.0,2,2,2.0,52.36651312,4.8949680285,3,225,1.4407837780193162,1,0,1,0,0
1,2.0,1.0,2,1,2.0,52.2976131166,4.9946821646,1,2,11.13562583511564,1,0,0,1,0
2,1.0,2.0,1,2,1.0,52.3718883819,4.9045199193,3,4,0.8816824555255989,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3628341371,4.8605285038,3,1,3.2046210416755327,1,0,1,0,0
3,1.5,2.0,1,3,1.0,52.3784790883,4.8854461685,3,7,0.9519351184487707,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3772735635,4.849948496,3,6,3.3634318599700777,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3730724569,4.8525221759,3,6,3.2540330554443004,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3837267049,4.8895404224,6,0,0.8392619713060718,1,0,0,1,0
2,1.0,2.0,1,1,1.0,52.3784636441,4.8514978901,1,7,3.2525405484694754,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3743666633,4.836612888,2,0,4.295024759204498,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3779263964,4.8944671819,25,0,0.36478504469751494,0,1,1,0,0
4,1.0,3.0,1,2,1.0,52.3541214262,4.8909523643,2,31,2.8444245593978046,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3575011843,4.9096990908,1,2,2.508741972616935,1,0,1,0,0
1,1.0,1.0,2,1,2.0,52.3781109779,4.8023918719,1,35,6.583763298565286,0,1,0,1,0
4,2.0,4.0,1,4,1.0,52.3678093868,4.8710391142,4,11,2.3042010935707253,1,0,1,0,0
3,1.5,0.0,1,3,1.0,52.3703140834,4.8731300749,4,16,2.03870632500829,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3653718003,4.9235851707,1,2,2.2456714427727817,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.351853751,4.8967355096,3,2,3.0431342121059077,0,1,1,0,0
3,1.0,1.0,1,1,1.0,52.3735356453,4.8739323158,2,3,1.8403472878381602,1,0,1,0,0
2,1.0,1.0,1,1,2.0,52.3698232953,4.8508835137,5,0,3.454069682160828,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3530911,4.853602664,1,14,4.252144654197662,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3522975098,4.8938528329,2,122,3.012195766212508,1,0,0,1,0
1,1.0,1.0,10,1,11.0,52.3712370081,4.8645839055,28,7,2.5238019743963096,1,0,0,1,0
5,1.0,3.0,1,5,1.0,52.3631291173,4.875991623,7,0,2.3903988878511493,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3453038639,5.0080835679,2,21,8.279078995479484,1,0,0,1,0
4,1.0,3.0,2,2,3.0,52.3527506398,4.8998191826,2,5,2.938083849296487,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3524340067,4.8489136123000005,1,11,4.537601354030981,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3505621021,4.9078546235000005,1,0,3.2321120310069573,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3586950307,4.9238307403,4,4,2.8155450607218735,1,0,1,0,0
3,1.0,1.0,13,2,15.0,52.3939074662,4.9906830523,2,48,6.401473175217765,1,0,0,1,0
3,1.0,1.0,1,1,1.0,52.3749002953,4.9005591778,3,21,0.48268878515605657,1,0,1,0,0
4,1.0,2.0,18,1,25.0,52.3641514769,4.9255929383,7,0,2.4378182848175776,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3634334301,4.8924530631,1,140,1.8137182064322606,1,0,0,1,0
2,1.0,2.0,1,2,1.0,52.3826827293,4.85110965,1,0,3.3006344559147553,1,0,1,0,0
8,2.0,4.0,1,1,1.0,52.3541921213,4.9926951282,3,9,6.911118114057484,1,0,1,0,0
3,1.0,0.0,1,1,1.0,52.374847716,4.8410175416,2,3,3.991896140623285,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3592993804,4.9257784532,2,2,2.842691806035229,1,0,1,0,0
5,1.5,3.0,1,1,1.0,52.3544117874,4.851119866,7,3,4.280985781278623,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3849627974,4.8692281332,7,0,2.146782884917641,1,0,0,1,0
8,1.5,5.0,1,6,1.0,52.3760066376,4.943144849,3,6,2.9864228944364783,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3635501818,4.8738076544,1,0,2.4581281409391025,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3677901654,4.8543998813,2,12,3.307246151303491,1,0,1,0,0
2,1.0,0.0,2,1,2.0,52.3743215894,4.9000465823,2,23,0.5425012164740424,0,1,1,0,0
3,1.0,0.0,1,2,1.0,52.3789261448,4.8935445301,1,135,0.40037343403632997,1,0,0,1,0
6,1.5,0.0,20,2,24.0,52.3663392476,4.9591152431,3,0,4.293633715059038,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3739112949,4.8669577136,4,28,2.2796716073421766,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3554428055,4.8515055497,4,0,4.187828964079652,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3909129177,4.8762843171,4,0,2.040106713790715,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3654084478,4.877322006,2,1,2.1436032104097893,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.362713693,4.8617948127,3,2,3.1420204525919777,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3787736961,4.887619197,2,35,0.8025786351165207,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3648637009,4.8824480318,1,8,1.9651337228409154,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3796681626,4.8535039446,1,12,3.1158734501906924,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3238572529,4.8848776037,1,14,6.227592830603108,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.3552466392,4.9050758114,2,1,2.6880254616817325,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3578902361,4.8568269612,3,96,3.7360566223806533,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3767973752,4.8938517333,1,6,0.46246946271861045,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3524962872,4.8587792117,3,9,4.0506082585373155,1,0,1,0,0
2,1.0,1.0,5,1,9.0,52.3181104983,4.9782227504000005,1,24,8.641441286134242,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3497243371,4.9279543881,2,16,3.803552979489703,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3613911323,4.9359496527,1,2,3.17029250687026,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.3536241148,4.9422052926,2,3,4.061366338758028,0,1,0,0,1
4,1.0,3.0,1,4,1.0,52.3086996192,4.9838387185,5,4,9.705390566410811,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3811284576,4.8590947679,1,14,2.7446001362724917,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3662347251,4.8632062999,2,43,2.848209119202549,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3742792145,4.8868585562,2,56,1.0124744354265782,0,1,1,0,0
4,1.0,2.0,1,1,1.0,52.3632502732,4.9402058862,3,2,3.284861418749228,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3915158311,4.8752627531,4,11,2.1362159341835394,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3740100611,4.886868396,3,0,1.028349553708544,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3669926257,4.8561892069,1,7,3.231628414288237,1,0,0,1,0
2,1.0,1.0,3,1,3.0,52.3778878975,4.8840283602,2,61,1.0548009887013545,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3663009016,4.9392209475,1,38,3.0559108944594624,0,1,1,0,0
3,1.5,2.0,1,1,1.0,52.3677819293,4.8633617298,3,7,2.7558872306481232,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.4071632732,4.9346706736,1,34,3.9210154236563644,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.346398507,4.8493136039,2,3,4.984381638122237,1,0,1,0,0
2,1.0,1.0,3,1,3.0,52.3624502547,4.8652394467,2,137,2.9734564603095985,1,0,0,1,0
3,1.0,1.0,1,2,1.0,52.3756006719,4.8619527067,3,14,2.573502012004841,1,0,1,0,0
3,1.0,1.0,1,1,1.0,52.3447876994,4.8630513398,2,5,4.550705196858313,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3434015713,4.9064381021,2,2,4.005209835979881,1,0,1,0,0
2,1.0,0.0,2,1,4.0,52.3717336462,4.9115507336,4,5,1.1672165778824717,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3659354992,4.8772110348,2,6,2.107534312147355,0,1,1,0,0
2,1.0,1.0,1,2,1.0,52.3731504795,4.8786839515,3,5,1.5592394141718906,1,0,1,0,0
4,2.5,3.0,1,1,1.0,52.3556020861,4.893277583,3,0,2.6541447501392117,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3579910007,4.9152378365,3,8,2.5882928741097273,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3507032735,5.000976804,2,0,7.582845950995638,1,0,0,1,0
2,1.0,2.0,1,1,0.0,52.345485506,4.8698225124,2,1,4.250218319317446,1,0,1,0,0
2,1.5,1.0,3,1,3.0,52.3688707797,4.8952338913,1,429,1.1814398580968102,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3618528828,4.8575124498,3,1,3.4351276132247506,1,0,1,0,0
4,1.0,3.0,1,2,1.0,52.3931534036,4.9447247196,2,4,3.4416824012598104,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3656645086,4.8741501866,3,69,2.2804726422742876,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3768486612,4.89246773,2,32,0.5392239036580827,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3838464847,4.8522255163,3,4,3.2435472240648084,0,1,1,0,0
2,1.0,1.0,28,1,28.0,52.3806541255,4.8604498538000005,2,5,2.649227413693845,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3637688582,4.868618026,2,1,2.703087965001376,1,0,1,0,0
2,1.0,1.0,2,2,2.0,52.358901507,4.9332286429,3,65,3.2157696250752714,0,1,0,1,0
4,1.0,1.0,1,2,1.0,52.3541201518,4.9028222599,2,87,2.7952661362134683,0,1,1,0,0
4,2.0,4.0,2,1,3.0,52.3606867039,4.8930189841,7,4,2.101591850963342,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.385269816,4.89082187,3,1,0.8930937935571591,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3570277462,4.89692103,2,2,2.4685535097642095,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3581458468,4.8966621959,5,0,2.3459570289884386,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3641543594,4.8008131852,3,13,6.896260643127009,1,0,1,0,0
3,1.0,1.0,1,1,1.0,52.3804478219,4.8685045447,1,3,2.102507123736188,1,0,1,0,0
8,1.0,3.0,1,4,1.0,52.3558664614,4.9330615661,2,0,3.4531341652225915,1,0,1,0,0
6,2.0,4.0,1,1,1.0,52.343734858,4.8950453793,14,0,3.951070479714973,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3356163678,4.9057890552,3,65,4.86120309804341,1,0,0,1,0
2,1.5,1.0,5,1,5.0,52.3716846291,4.9306898092,2,6,2.278681324809894,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3584605856,4.8569584891,3,8,3.6892402613830164,1,0,1,0,0
5,1.0,3.0,1,4,1.0,52.3599089433,4.9113732925,4,8,2.290599472737805,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3633564454,4.9329864019,1,3,2.8772321032182444,1,0,1,0,0
2,1.5,1.0,1,2,1.0,52.3576088042,4.9266608161,2,3,3.02727721607374,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3544108458,4.888938177,14,5,2.8440346377610477,1,0,1,0,0
2,1.0,1.0,28,1,28.0,52.3754721966,4.8582612581,2,0,2.8232193480185246,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3429091185,4.9116997233,2,4,4.116678503825637,1,0,1,0,0
4,2.5,3.0,1,3,1.0,52.3621221571,4.8981775952,3,14,1.898460478215681,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3567744881,4.9047443384000005,2,11,2.5167705489108556,0,1,1,0,0
5,1.0,3.0,2,4,2.0,52.36009856,4.8592689487000005,3,19,3.4533827329701294,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3907458514,4.8746706816,2,6,2.114152058400805,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3756779795,4.9472952512,2,9,3.270330319198744,1,0,1,0,0
2,1.5,1.0,11,2,22.0,52.3803950987,4.8863988114,7,27,0.8941213380919301,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3648024231,4.8414807974,2,12,4.244268492500024,1,0,1,0,0
4,2.0,2.0,1,4,1.0,52.3451249342,4.8996786044,4,2,3.7854104690275165,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.374304754,4.9013196064999995,3,4,0.5576788058140708,0,1,1,0,0
2,1.0,1.0,42,2,43.0,52.383515028,4.8823517472999995,2,8,1.2542864205708568,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3224421217,4.8577350904,3,13,6.912011595187607,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3563589508,4.8923814011,2,0,2.5816905593701778,1,0,1,0,0
3,0.0,1.0,1,1,18.0,52.3678766102,4.8835297468,1,0,1.656522189919948,1,0,0,1,0
2,1.5,1.0,1,2,1.0,52.3655579028,4.866607559,3,15,2.6932481810893867,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3652684083,4.877385415,3,4,2.151757096083316,1,0,1,0,0
3,1.0,1.0,1,3,1.0,52.379887366,4.8293270616,3,66,4.756055778041525,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.4001364753,4.9204148969,2,11,2.728333242008986,1,0,0,1,0
2,1.5,1.0,2,1,2.0,52.3596859891,4.8604576706,4,2,3.4189897264452296,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.370545498,4.8776639954,2,25,1.7615938797806874,1,0,1,0,0
4,2.5,2.0,2,3,2.0,52.3549509144,4.8903080159000005,2,18,2.7636778590203726,1,0,1,0,0
5,1.0,2.0,1,1,1.0,52.3421673771,4.7975525879,4,1,8.045204931842983,1,0,1,0,0
4,1.5,2.0,6,2,6.0,52.3617442681,4.9008592243999995,7,17,1.9409682120735763,0,1,1,0,0
2,1.0,1.0,2,2,2.0,52.3652865748,4.8828345635,3,1,1.9116979570455368,0,1,1,0,0
4,1.0,2.0,1,1,1.0,52.3556783779,4.9403765551,1,0,3.8137252576421092,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3559702316,4.8851153963,3,17,2.756970180187129,0,1,0,1,0
