accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,d_centre,instant_bookable_f,instant_bookable_t,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
4,1.5,2.0,1,1,1.0,52.3518455399,4.9106446068,4,0,3.132368320368188,1,0,1,0,0
2,1.0,1.0,6,1,6.0,52.3575548855,4.8929115134,1,31,2.4444513129161063,0,1,1,0,0
3,1.0,1.0,1,2,2.0,52.3731144004,4.8836681962,14,0,1.2645772288674189,1,0,1,0,0
4,1.0,3.0,1,4,1.0,52.4084247335,4.9346969879,3,6,4.034094649682778,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3407631598,4.9087428725,2,11,4.316583865731451,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3500955206,4.8498240994,1,0,4.6672745999339345,1,0,1,0,0
6,1.0,3.0,1,4,1.0,52.3697148541,4.8591774466,1,24,2.926784742202957,1,0,1,0,0
4,2.0,4.0,1,4,1.0,52.3626242482,4.8879441734,3,0,1.998944980717415,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.350592171,4.8480540312,2,18,4.71726117788849,1,0,1,0,0
3,1.0,1.0,2,2,2.0,52.3633459249,4.8850510925,2,147,2.0128172678813527,1,0,0,1,0
2,1.5,1.0,1,1,1.0,52.3524993629,4.9048717193,2,1,2.988777480727234,1,0,1,0,0
2,1.5,1.0,4,1,4.0,52.379124307,4.889899832,3,2,0.6465817428825044,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.363263113,4.9387429164,3,0,3.200926696407879,1,0,1,0,0
4,1.0,3.0,2,1,2.0,52.3179730018,4.9653120884,3,1,8.140978494595327,1,0,1,0,0
4,1.5,1.0,1,1,1.0,52.3842072705,4.8461130182000005,4,0,3.6593300420390587,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3508347931,4.8980985113,2,3,3.152161510137428,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3684397633,4.8978111989,1,2,1.1995543623968217,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3572016914,4.9230186179,1,0,2.9208498061554717,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3778111236,4.924388113,1,6,1.6998878242772242,1,0,0,1,0
4,1.5,2.0,1,1,1.0,52.3763930126,4.8927233566,2,18,0.5509842614108309,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3646294157,4.9289832243,3,1,2.5763723228312396,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3542649437,4.8869800445,5,6,2.895674770640359,1,0,1,0,0
4,1.5,2.0,42,2,43.0,52.3754124592,4.8791890835,2,15,1.4358562397105314,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3618013433,4.8636228621,2,4,3.1041746425259396,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3402129488,4.8456381741,2,24,5.664489497589572,0,1,1,0,0
2,1.0,1.0,45,1,47.0,52.3628116048,4.9369585078,2,11,3.129689056965448,0,1,1,0,0
2,1.0,1.0,2,1,2.0,52.3633460222,4.8850102218,2,0,2.0141533404363154,1,0,1,0,0
2,1.5,2.0,1,1,1.0,52.3577618983,4.8208067483,1,3,5.841991936197156,1,0,1,0,0
2,1.0,0.0,5,2,5.0,52.3748952584,4.8930172277,2,1,0.6457346692960265,0,1,0,1,0
2,1.0,2.0,1,2,1.0,52.3770478536,4.8549018529,2,5,3.030038710849705,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3755668276,4.8733669657,2,0,1.8133491964592563,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3768332152,4.8941838951,4,12,0.44184654942685714,1,0,1,0,0
4,1.0,1.0,2,1,2.0,52.3752375026,4.8924787089,2,5,0.6443981567073538,1,0,1,0,0
2,2.0,1.0,1,2,1.0,52.3055557288,4.9793469397,1,2,9.817850443044152,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3511542519,4.8973252102,1,3,3.118639771504635,1,0,0,1,0
4,1.0,2.0,1,3,1.0,52.3654511524,4.8672903497,5,4,2.661861091371173,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.35041397,4.8923365603,6,3,3.2336631961098026,1,0,1,0,0
4,2.0,2.0,1,1,1.0,52.3764750237,4.8938370388,1,172,0.4847248830004988,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.3751162839,4.8454428458,2,6,3.690281922884505,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3642000881,4.9339607412,5,10,2.874478601987362,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3593067497,4.8611084302,3,25,3.412100941835795,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3553877174,4.8861780617,2,15,2.7936086725004032,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3561638115,4.88823793,3,9,2.669012213313584,1,0,1,0,0
1,1.0,0.0,1,1,1.0,52.3544172973,4.8101840229,50,0,6.652019154309083,0,1,0,1,0
3,1.0,1.0,2,2,2.0,52.3625813351,4.9246516753,2,32,2.5167471159926995,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3584140435,4.9245811593,2,30,2.8708339819909012,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3701193449,4.8899402887,2,8,1.1959742557963806,0,1,0,1,0
2,2.0,1.0,3,1,3.0,52.3820618408,4.9106364106000004,2,5,0.8244093466838786,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3722381885,4.8969281993,2,63,0.7908509427240166,1,0,1,0,0
2,2.0,1.0,1,1,1.0,52.3769682252,4.8484908692,1,2,3.4643822658426555,1,0,0,1,0
3,1.0,1.0,2,2,2.0,52.3634468115,4.8848906568,3,7,2.0083424185366785,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3563456615,4.8813099427,1,0,2.8205698776226478,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3475170112,4.8627938139,2,3,4.309085135015878,1,0,1,0,0
6,1.0,1.0,1,1,1.0,52.3476160826,4.8479910954,1,2,4.949189064712624,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3434054547,4.864225432,2,4,4.638969458722823,1,0,1,0,0
2,1.0,2.0,1,2,1.0,52.3703994306,4.8634025557000005,2,13,2.63214685249066,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3531617647,4.9008966293,4,21,2.8939887273475886,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3632666977,4.8862477512,2,8,1.9825951574614618,1,0,0,1,0
4,2.0,2.0,1,2,1.0,52.3605671839,4.8642375871,2,32,3.15973715369513,1,0,1,0,0
2,1.0,1.0,8,2,45.0,52.3775327509,4.8945154544000005,2,18,0.3808717202542917,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3674867963,4.9089630179,1,0,1.4523304810971764,1,0,1,0,0
4,1.0,2.0,2,2,4.0,52.3708851181,4.8850556013,3,141,1.3426073302950123,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3806119801,4.8219078354,2,14,5.261031272221148,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.370147104,4.9097320489000005,2,14,1.2239116912174708,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3754078138,4.8191130456,3,12,5.464733258503458,1,0,0,1,0
4,1.0,1.0,1,2,2.0,52.3395820888,4.8478740519,2,93,5.622629901641436,1,0,1,0,0
4,1.0,1.0,1,3,8.0,52.3661606063,4.8664676269000005,2,201,2.6641083206906466,1,0,1,0,0
4,1.0,1.0,18,1,25.0,52.3640943379,4.8810512611,7,0,2.0901307949331556,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3676819082,4.9417604565,3,9,3.1435960623475965,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.344800024,4.8720713089,3,2,4.248629768070167,1,0,1,0,0
2,1.0,1.0,1,1,3.0,52.3576502332,4.8125086933,1,10,6.3649375452466295,1,0,0,1,0
4,1.0,4.0,2,1,2.0,52.3565157869,4.9973152247,2,0,7.1034757643657835,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3758519262,4.8493102075,1,1,3.4202065778116726,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3588864091,4.8509303423,3,18,3.9898974787156107,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.350315115,4.9123214484,2,32,3.3257037898885886,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3766713298,4.919558282,5,4,1.3937312925701135,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3248793223,4.944945304,2,11,6.779915332906405,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.3647689789,4.9374807879,2,10,3.038412121052958,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.342328257,4.8669653572,3,4,4.651085998382813,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3834888175,4.8178455773,2,6,5.554619995536274,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3848305993,4.8728560537,2,19,1.9084892663460165,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3701632605,4.8484969938999996,2,32,3.598053936383441,1,0,1,0,0
4,1.0,3.0,1,2,1.0,52.3933402702,4.9130860995,5,0,1.8250151047712266,1,0,1,0,0
2,1.0,0.0,5,1,5.0,52.3599563616,4.9241792261,2,52,2.7179557927640268,1,0,1,0,0
4,1.5,2.0,5,2,5.0,52.3504152981,4.856131131,2,1,4.342438976144716,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3602814881,4.9128081596,2,4,2.2887559889273823,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3711452818,4.8486634225,1,33,3.5582059545444813,0,1,0,1,0
8,1.0,3.0,1,2,2.0,52.3582044047,4.9031266173,2,27,2.345358274215332,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3842733817,4.8727681796999995,4,0,1.8947536984756101,1,0,1,0,0
2,1.0,1.0,1,3,1.0,52.3819390083,4.8486522741,2,0,3.4579681678038163,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3646590707,4.885542249,4,10,1.8694848774785835,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3598358973,4.8611993979,5,5,3.369557278346916,1,0,1,0,0
4,1.0,2.0,2,1,2.0,52.3655757904,4.9023177733,3,22,1.5253949516847434,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.352437256,4.8959480405,2,98,2.9821701213122638,0,1,0,1,0
4,1.5,3.0,1,2,1.0,52.3674449034,4.8549060515,2,3,3.290589131045468,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3548422368,4.8877832294,1,0,2.8186101209293413,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.3631955431,4.874553674,2,7,2.4510252978069933,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3626530402,4.9317644386,5,6,2.8616574128272365,1,0,1,0,0
2,1.0,0.0,31,1,34.0,52.3555496202,4.8960501429,2,0,2.636926056150333,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3736726891,4.8741302162,1,1,1.8225532409899263,1,0,0,1,0
4,1.0,2.0,1,1,2.0,52.3618979042,4.8759354156,12,13,2.4966556283187176,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3612127235,4.8915525655,2,254,2.06789734986085,1,0,0,1,0
5,2.0,4.0,1,4,1.0,52.3643152922,4.8832621514,2,16,1.9837524094729673,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3517661569,4.920725151,4,3,3.372573328529863,1,0,0,1,0
2,1.0,1.0,2,1,2.0,52.3752465049,4.8740666446,2,1,1.7755529359337914,0,1,0,1,0
2,1.0,1.0,1,2,1.0,52.3645639866,4.8543173572,3,9,3.4654835062616365,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3569696087,4.9188614419,1,1,2.7990627225109552,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3829325311,4.8477651687000005,2,1,3.5291770253049526,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.3431107542,4.9236840223,2,29,4.333882617169724,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3566559259,4.9336551506,2,158,3.4150301860792527,1,0,0,1,0
2,1.0,0.0,1,1,2.0,52.4059102765,4.9108447966,2,29,3.068625593855385,0,1,0,1,0
4,1.0,3.0,1,4,1.0,52.4144953099,4.8840546217,7,12,4.059591734754369,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3639152441,4.8988576432,1,0,1.6977435706098958,0,1,0,1,0
8,2.0,3.0,1,6,1.0,52.3717219919,4.9502538783,2,0,3.546275260500085,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3618329024,4.8662721208,1,2,2.9633219283355077,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3494404315,4.8623940322,2,4,4.152675291911281,1,0,1,0,0
4,2.0,3.0,1,4,2.0,52.3484686862,4.8771459913,5,1,3.7337404526464044,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3542122411,4.8546290416,2,7,4.116442033553864,1,0,1,0,0
2,1.0,0.0,1,2,1.0,52.3847255813,4.8884148029,2,5,0.9679307934409689,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3657542888,4.9111254897,2,36,1.690665614953232,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.3557478764,4.8913241963,2,10,2.6623418308008033,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.3615278217,4.8969408702,2,14,1.9698590560721176,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3451379018,4.8937353884,2,7,3.803620714508297,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.358845149,4.9125937447,4,4,2.4307276692474704,1,0,1,0,0
2,1.0,1.0,45,1,47.0,52.3527338866,4.8500422901,2,7,4.45797216915149,0,1,1,0,0
4,1.0,2.0,1,1,1.0,52.3621708147,4.7955346758,2,3,7.298377700314762,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3560470501,4.9179005138,2,7,2.860750939770751,1,0,1,0,0
4,2.0,2.0,1,2,1.0,52.3276506873,4.85867024,4,9,6.360415071245587,1,0,1,0,0
4,2.0,2.0,13,2,16.0,52.3656017337,4.9458002563,1,0,3.4894903085887616,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3627601945,4.8388118756,1,0,4.499818217412487,0,1,1,0,0
2,1.0,2.0,1,1,1.0,52.3802815873,4.841544151,2,1,3.9285490728620953,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3968055036,4.9542889339,2,12,4.204112529940175,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3466343356,4.89775038,3,3,3.61943797418563,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3558706628,4.90222888,2,0,2.5981977728542196,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3799756544,4.9700493513,2,54,4.791109968096393,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3582386404,4.9801276899,2,1,5.949717500672871,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.2921546681,4.9662607873999995,1,72,10.683334025504687,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.350655144,4.9129906181,3,1,3.30162765417254,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3690707225,4.8725047063,3,70,2.1450497677946743,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3639086402,4.8444999695,3,18,4.095460023908678,1,0,1,0,0
4,1.0,2.0,2,2,2.0,52.3592728253,4.9177815806,2,7,2.5393751258775463,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.354340624,4.8538073805,2,7,4.148271619035842,1,0,1,0,0
4,1.0,1.0,1,3,1.0,52.3513499238,4.8517371959,1,34,4.477067555293951,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3537505505,4.9021755574,2,44,2.832978206021501,1,0,1,0,0
2,1.0,2.0,2,1,2.0,52.4008575913,4.9202893466,2,0,2.7926869098916085,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3663120721,4.9368352431,3,10,2.9133078895696967,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3813103202,4.8726787549,2,18,1.8299266342895613,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.372063803,4.8740971223,3,2,1.8922680952376907,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3801255412,4.882118807,5,1,1.1789527743892338,1,0,1,0,0
5,2.0,4.0,1,1,1.0,52.3856604094,4.895411968,5,1,0.7690723403989458,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3699066324,4.8720568484,1,0,2.1243445434058357,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3565307492,4.8968429936,3,34,2.52401655849591,0,1,1,0,0
4,1.0,1.0,50,1,106.0,52.3685546329,4.8912666266,3,2,1.3051124364969984,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3886933932,4.8811718004,1,49,1.6276715963140926,0,1,1,0,0
2,1.0,1.0,1,2,1.0,52.3721422382,4.8601146048,2,5,2.7797937017383694,1,0,1,0,0
3,1.0,1.0,1,1,1.0,52.3746276071,4.8829423501,2,1,1.2280471933937789,0,1,1,0,0
4,1.0,3.0,1,3,1.0,52.3421541672,4.9245529783,4,7,4.454643805243392,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3830821945,4.8512708943,2,17,3.295292081741158,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3805196516,4.8695109628,1,26,2.0349574345887533,0,1,1,0,0
4,1.0,1.0,28,2,36.0,52.3642718709,4.862644732,2,12,2.996141436095906,1,0,1,0,0
2,1.5,2.0,1,1,1.0,52.356970483,4.9078755518,7,0,2.534647064627262,1,0,1,0,0
4,1.5,2.0,2,1,2.0,52.357841812,4.8556100959,2,28,3.8036551918259907,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3604014823,4.8593510084,2,17,3.4283812857125566,1,0,1,0,0
4,1.0,2.0,3,2,3.0,52.3977971875,4.9060568735,2,24,2.116100394532815,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3687635623,4.8708929444999995,2,1,2.2562437123532093,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.4146829147,4.8815944178,2,6,4.125529399812762,1,0,1,0,0
4,1.0,3.0,1,4,1.0,52.413433488,4.8848166675,3,20,3.9323356187127247,1,0,1,0,0
1,1.0,1.0,2,1,2.0,52.3647156203,4.8744726046,1,0,2.3354073250534073,1,0,0,1,0
2,1.0,2.0,2,2,2.0,52.3556116395,4.8973766696,2,7,2.6237422030206026,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.384339456,4.8720559095,2,1,1.9430715968590666,1,0,1,0,0
2,1.5,1.0,2,1,2.0,52.3568251799,4.8558657384,1,0,3.8618523982309956,1,0,1,0,0
3,1.5,2.0,1,1,1.0,52.3612499413,4.8662808974,2,23,3.0054533224477122,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3691809195,4.8523352459,3,2,3.3831024374875995,0,1,1,0,0
4,1.5,2.0,1,1,1.0,52.3694058023,4.8362331751,2,0,4.423149585605001,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3763183175,4.9404307668000005,2,46,2.799520644225081,1,0,0,1,0
2,1.5,1.0,1,1,1.0,52.350161247,4.8615120506,3,3,4.126237244989355,1,0,1,0,0
6,1.5,4.0,1,1,1.0,52.4026239341,4.9083036385,3,5,2.672819455961479,1,0,1,0,0
2,2.0,1.0,1,1,1.0,52.3494781296,4.8877586797,1,0,3.39530049982743,0,1,0,1,0
4,1.0,2.0,1,1,1.0,52.363124583,4.8716162691000005,3,12,2.5977089948777254,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3638006539,4.8735212472,2,88,2.4524168407105216,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3643933906,4.9162491225,2,45,2.001310569724432,0,1,0,1,0
2,1.0,0.0,1,1,1.0,52.378737763,4.883271852,2,9,1.0972984354080135,0,1,1,0,0
2,1.0,1.0,1,2,1.0,52.3598460449,4.8616028263,5,3,3.3478064508327074,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3747499959,4.89158485,1,1,0.7256974836729143,0,1,0,1,0
2,1.0,0.0,1,1,1.0,52.3735679985,4.8899024838,2,10,0.8988906694497288,1,0,1,0,0
1,1.0,1.0,1,1,1.0,52.3529004893,4.8131417011,2,11,6.543438017729637,1,0,0,1,0
2,1.0,1.0,1,1,2.0,52.356374669,4.8657930295,3,37,3.411279139255325,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3660039041,4.8988281233,2,34,1.4657660687205767,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3571333387,4.8836256671000005,3,21,2.6752881815613416,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3702365562,4.8595066743,2,17,2.885442760405791,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3442860643,4.8972585805,2,18,3.8813934111448902,1,0,1,0,0
4,1.5,2.0,2,1,4.0,52.3763926958,4.8763497857,1,100,1.5962874600416963,0,1,0,1,0
4,1.0,3.0,2,4,2.0,52.3194839481,4.9799780796,1,28,8.597314810354662,0,1,1,0,0
2,1.0,1.0,2,1,2.0,52.3715641021,4.8616855388,3,131,2.697209775716951,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3617190839,4.7973486648,1,56,7.192997267489634,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.38344573,4.8886171855,2,42,0.8728110378166344,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3571227608,4.8902005925,2,4,2.5308311357051996,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3687280967,4.8541104689,2,3,3.2870724586410147,1,0,1,0,0
4,1.0,3.0,2,2,2.0,52.3880333922,4.9368677715,2,13,2.722818523858524,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.4064823684,4.9661688792,1,39,5.448041441921781,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3754762938,4.877855759,1,15,1.520644394597402,1,0,0,1,0
4,1.0,2.0,1,4,1.0,52.3723230122,4.8601077754,3,14,2.7746418853263117,1,0,1,0,0
6,2.0,3.0,2,2,2.0,52.4071168697,4.9041362492000005,2,2,3.119847097889244,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3597338435,4.85765332,1,0,3.5649615600436855,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3739294218,4.9464839198,5,6,3.24506649002292,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3476179838,4.8908205627,2,0,3.5566552849106663,1,0,1,0,0
3,1.0,1.0,1,1,1.0,52.3535106247,4.9154938513,2,1,3.054583845538746,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3577148388,4.8507480304,1,3,4.074989711972595,1,0,0,1,0
5,1.0,3.0,1,5,1.0,52.3519671591,4.8999988177,3,4,3.0252755216461678,1,0,1,0,0
1,1.0,1.0,1,1,1.0,52.3726959796,4.9036462987,3,4,0.7761389101868733,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.3746817922,4.8367027265,1,4,4.284728380518021,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3806116139,4.8759533344,2,18,1.6003954556063449,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.369545623,4.9066430455,3,2,1.1780346667881179,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3520211798,4.8987723505,2,6,3.0193578948252155,1,0,1,0,0
3,1.5,2.0,1,2,1.0,52.368194241,4.8732677717,4,2,2.154846692143217,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3608674161,4.8633644027,2,1,3.1832956809322277,1,0,1,0,0
4,1.5,1.0,1,1,1.0,52.3684072552,4.9162667066,2,4,1.6553164941883378,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.373211445,4.8733758031,3,35,1.8882534787274274,1,0,1,0,0
4,1.0,2.0,1,3,1.0,52.404253188,4.9371699916,3,0,3.7825350242093334,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.346859741,4.8919477473,3,8,3.628304050672522,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3466764861,4.8622081777,2,55,4.408369144102417,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.3675592206,4.850673562,3,47,3.5513642349310395,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3717885939,4.8621032035,3,5,2.662507746399094,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3638046778,4.862458832,1,42,3.035599296690087,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3538737869,4.8977886713,3,47,2.815362282752845,1,0,1,0,0
1,1.5,1.0,1,1,1.0,52.3563799046,4.8732850034,1,0,3.093831761905541,1,0,0,1,0
4,1.0,1.0,4,1,4.0,52.3556218694,4.910715467,3,10,2.7285349031684274,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3635337946,4.8559465475,2,7,3.424992876259347,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3805489182,4.8216622912,2,19,5.277478298468516,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3741318165,4.9240445787,1,5,1.7617789822618721,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.3626071033,4.8266440545,2,65,5.270966145015581,1,0,0,1,0
2,1.0,3.0,1,1,1.0,52.3548712197,4.8925158738,1,1,2.742749146090764,1,0,0,1,0
5,1.0,3.0,1,2,1.0,52.3575259066,4.8454933558,2,1,4.380497229200065,0,1,1,0,0
4,1.5,2.0,1,4,1.0,52.3637348929,4.9260744574,3,19,2.4933689429011863,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3797340304,4.8852408541,2,1,0.9644780340808178,0,1,1,0,0
12,1.0,0.0,1,1,1.0,52.3546531254,5.0067213675,2,12,7.773834527965598,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3776354326,4.862065607,2,8,2.540577036684914,1,0,1,0,0
6,1.0,3.0,3,6,3.0,52.36357741,4.8443912357,3,0,4.117559500829601,1,0,1,0,0
2,1.0,1.0,9,1,10.0,52.3691647385,4.8808764833,5,22,1.6808926087893703,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3653465509,4.9285902843,3,12,2.505976287772302,1,0,1,0,0
2,1.0,2.0,1,2,1.0,52.3829038523,4.8533157566,3,0,3.1551914326209936,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3693287159,4.9135369178,2,17,1.4547894196112487,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3590945828,4.8528823587000005,4,0,3.8679762494361363,1,0,1,0,0
3,2.0,3.0,1,1,1.0,52.3926205166,4.9554954101,2,0,4.08496488038654,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3847799581,4.8727012909,3,6,1.916576724960124,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3533155511,4.9194652294,3,15,3.1803629719834725,0,1,0,1,0
1,1.0,1.0,2,1,2.0,52.3667649358,4.9053824785,2,15,1.4384570375970636,0,1,0,1,0
4,1.0,3.0,1,1,1.0,52.3618082536,4.9778519669,14,0,5.660403538651218,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3651526043,4.8642382285,2,0,2.851997152502667,1,0,0,1,0
4,1.0,1.0,1,2,1.0,52.3750138363,4.848703424,2,7,3.472374819475845,1,0,1,0,0
2,1.5,1.0,2,2,2.0,52.384873644,4.8670138713,2,50,2.2877980333981474,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3600664017,4.9263387415,1,0,2.801550705522548,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3842631301,4.8780854768,2,0,1.5537994649948184,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.348687939,4.889886483,4,6,3.450759166458591,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3716599108,4.8538344095,2,70,3.2044363797712294,0,1,0,1,0
